FIPSCode,State,transmitted,counted,rejected
64450,WI,277,235,0
64475,WI,61,56,0
6450,WI,17,16,0
64512,WI,1,0,0
64625,WI,10,10,0
64650,WI,6,6,0
64675,WI,2,2,0
6475,WI,9,9,0
64750,WI,6,6,0
64775,WI,49,49,0
64875,WI,23,22,0
64900,WI,58,52,3
64975,WI,23,21,0
6500,WI,448,398,6
65050,WI,110,97,1
65075,WI,22,19,1
65100,WI,116,96,1
65125,WI,12,10,0
65150,WI,4,3,0
65175,WI,0,0,0
65200,WI,24,24,0
6525,WI,126,116,1
65325,WI,12,10,1
65350,WI,3,2,0
65375,WI,61,52,0
65425,WI,37,35,0
65450,WI,0,0,0
65500,WI,10,9,0
65550,WI,0,0,0
65575,WI,18,16,0
65600,WI,23,21,1
65625,WI,46,40,0
65675,WI,118,87,1
65700,WI,6,6,0
65825,WI,38,37,0
66000,WI,1809,1550,4
66050,WI,3,3,0
66075,WI,12,12,0
66125,WI,80,71,0
66150,WI,37,34,0
66175,WI,9,9,0
66200,WI,24,22,0
66275,WI,18,16,0
66375,WI,114,108,0
66450,WI,2,0,0
66550,WI,144,139,2
66625,WI,11,10,0
66700,WI,58,55,0
6675,WI,7,7,0
66750,WI,17,17,0
66800,WI,185,172,2
66825,WI,31,31,0
66875,WI,35,32,0
66900,WI,7,7,0
66950,WI,9,9,0
67000,WI,4,4,0
67025,WI,1,0,1
67100,WI,4,3,0
67150,WI,79,74,0
67200,WI,222,185,3
67250,WI,13,12,1
67275,WI,5,3,0
67300,WI,7,5,0
67325,WI,237,221,0
67350,WI,238,218,1
67375,WI,65,60,0
67425,WI,0,0,0
67475,WI,397,375,2
675,WI,11,10,0
67500,WI,10,7,0
67550,WI,20,15,1
67575,WI,13,12,0
67600,WI,0,0,0
67625,WI,94,83,4
67650,WI,93,73,0
67675,WI,45,40,1
67725,WI,69,60,0
6775,WI,15,14,0
67775,WI,6,6,0
67800,WI,2,2,0
67850,WI,5,5,0
67875,WI,2,2,0
67900,WI,17,15,0
67950,WI,7,7,0
68075,WI,28,26,0
68100,WI,27,25,1
68175,WI,165,156,3
68200,WI,33,31,0
6825,WI,10,10,0
68275,WI,480,415,0
68300,WI,122,114,1
68325,WI,135,111,0
68400,WI,43,42,0
68475,WI,20,18,0
6850,WI,12,12,0
68550,WI,57,56,0
68600,WI,34,30,0
68625,WI,9,6,1
68675,WI,14,12,0
68700,WI,24,23,0
68725,WI,0,0,0
6875,WI,10,10,0
68775,WI,7,7,0
68825,WI,21,19,0
68875,WI,62,51,0
68900,WI,1,1,0
68925,WI,34,32,0
68975,WI,0,0,0
6900,WI,41,29,4
69175,WI,46,31,0
6925,WI,82,75,0
69275,WI,130,117,6
69325,WI,2,2,0
69400,WI,2,2,0
69425,WI,18,17,1
6950,WI,21,21,0
69525,WI,10,9,0
69550,WI,11,11,0
69575,WI,3,3,0
69625,WI,0,0,0
69725,WI,170,135,1
6975,WI,14,10,0
69750,WI,45,42,1
69850,WI,41,23,1
69900,WI,43,42,0
69962,WI,28,27,0
69975,WI,5,5,0
7000,WI,7,7,0
70000,WI,0,0,0
70025,WI,24,24,0
70125,WI,42,37,0
70200,WI,10,7,0
70225,WI,22,22,0
7025,WI,15,15,0
70275,WI,22,14,0
70300,WI,33,29,1
70325,WI,13,13,0
70350,WI,1,0,0
70400,WI,43,35,1
70500,WI,9,0,0
70550,WI,50,44,0
70575,WI,19,19,0
70650,WI,349,307,3
70725,WI,140,132,3
70825,WI,158,142,0
70900,WI,18,11,0
70925,WI,7,5,1
71025,WI,2,2,0
71125,WI,356,316,2
71150,WI,13,9,0
7125,WI,29,25,0
71275,WI,27,25,0
71350,WI,4,4,0
71425,WI,23,23,0
71450,WI,9,9,0
71500,WI,59,55,0
71600,WI,119,112,0
71637,WI,4,4,0
71650,WI,67,64,0
71700,WI,58,54,0
71725,WI,47,43,0
7175,WI,10,5,0
71825,WI,42,37,0
71875,WI,17,15,0
71975,WI,7,6,0
7200,WI,14,14,0
72000,WI,0,0,0
72075,WI,43,41,1
72100,WI,4,4,0
72125,WI,4,4,0
72150,WI,40,37,0
72200,WI,107,100,0
72225,WI,27,26,0
7225,WI,6,1,0
72250,WI,9,7,0
72275,WI,15,15,0
72300,WI,30,1,27
72325,WI,0,0,0
72350,WI,51,47,0
72450,WI,2,1,0
725,WI,0,0,0
7250,WI,0,0,0
72500,WI,22,19,0
72525,WI,10,10,0
72550,WI,18,18,0
72575,WI,18,16,0
72600,WI,139,125,1
72625,WI,11,9,0
72675,WI,71,59,1
72700,WI,2,1,0
72725,WI,106,92,0
72750,WI,27,25,0
72825,WI,10,10,0
72850,WI,88,86,0
72875,WI,19,16,0
72900,WI,22,21,0
72925,WI,179,165,1
72975,WI,1096,976,5
7300,WI,33,33,0
73000,WI,200,190,0
73025,WI,304,257,9
73050,WI,55,49,0
73125,WI,142,121,0
73150,WI,1,1,0
73175,WI,2,1,1
73200,WI,43,42,0
73300,WI,19,18,0
73350,WI,9,7,0
73375,WI,40,35,2
73400,WI,27,26,0
73425,WI,43,41,0
73475,WI,27,25,1
73525,WI,56,49,0
73550,WI,9,9,0
73575,WI,13,12,0
73600,WI,13,13,0
73625,WI,9,9,0
73725,WI,560,471,0
73750,WI,124,119,0
73825,WI,34,32,0
73850,WI,7,7,0
73875,WI,7,7,0
73900,WI,20,19,0
73975,WI,19,18,1
74025,WI,37,34,0
74125,WI,10,10,0
74175,WI,14,13,0
74200,WI,59,58,0
74225,WI,59,35,1
74250,WI,12,9,0
74400,WI,128,120,3
74450,WI,19,19,0
74550,WI,8,7,0
74575,WI,8,8,0
74600,WI,10,9,0
74625,WI,188,164,4
74650,WI,33,28,0
74675,WI,32,29,0
74700,WI,114,110,0
74725,WI,0,0,0
74975,WI,0,0,0
750,WI,10,10,0
7500,WI,8,8,0
75075,WI,7,7,0
75125,WI,523,462,3
7525,WI,14,12,0
75275,WI,13,13,0
75325,WI,242,221,1
75350,WI,42,33,0
75400,WI,41,32,0
75425,WI,23,20,0
75450,WI,27,25,0
7550,WI,14,12,0
75525,WI,6,6,0
75625,WI,55,53,0
75650,WI,17,15,1
7575,WI,54,51,1
75750,WI,77,76,0
75800,WI,22,20,0
75850,WI,73,53,1
75875,WI,72,66,0
75900,WI,1,1,0
75925,WI,19,14,1
75950,WI,25,24,0
7600,WI,14,13,0
76025,WI,36,28,0
76050,WI,33,29,1
76075,WI,22,22,0
76100,WI,7,6,1
76175,WI,285,279,2
76225,WI,22,22,0
7625,WI,15,15,0
76250,WI,22,17,0
76300,WI,10,10,0
76325,WI,6,5,1
76350,WI,28,28,0
76400,WI,49,47,1
76450,WI,18,16,1
7650,WI,10,10,0
76550,WI,11,8,0
76600,WI,73,65,1
76625,WI,65,53,0
76650,WI,25,24,1
76675,WI,15,14,1
76725,WI,2,2,0
76825,WI,5,5,0
76850,WI,73,63,1
76975,WI,18,17,0
7700,WI,36,33,0
77000,WI,121,112,4
77050,WI,15,15,0
77075,WI,14,9,0
77100,WI,7,6,0
77150,WI,142,134,3
77175,WI,0,0,0
77200,WI,586,496,1
7725,WI,45,43,0
77300,WI,34,32,1
77350,WI,1,1,0
77400,WI,10,9,0
77425,WI,41,41,0
77475,WI,4,2,0
775,WI,20,20,0
7750,WI,17,17,0
77500,WI,15,9,0
77537,WI,401,398,0
77550,WI,1,0,0
77650,WI,16,16,0
77675,WI,392,350,3
77750,WI,25,25,0
77775,WI,4,4,0
77800,WI,47,47,0
77825,WI,10,10,0
77850,WI,13,4,0
77875,WI,229,0,213
77900,WI,41,38,0
77925,WI,164,153,0
77975,WI,296,276,1
7800,WI,54,52,0
78075,WI,82,67,1
78100,WI,147,137,2
78175,WI,23,21,0
78200,WI,122,112,4
7825,WI,25,22,0
78275,WI,32,30,0
78300,WI,8,1,3
78325,WI,4,4,0
78375,WI,242,229,0
78450,WI,8,4,1
78475,WI,37,29,0
78500,WI,0,0,0
78525,WI,38,37,0
78600,WI,764,667,11
78625,WI,43,34,4
78650,WI,936,840,6
78660,WI,7,6,0
78675,WI,59,57,0
78725,WI,9,9,0
78750,WI,269,242,1
78775,WI,30,28,0
78825,WI,8,8,0
78875,WI,37,35,0
78950,WI,9,7,0
78975,WI,51,45,0
7900,WI,53,42,0
79125,WI,140,120,2
79150,WI,4,3,0
79250,WI,8,7,0
79350,WI,31,26,1
79375,WI,36,35,0
79425,WI,12,11,0
79475,WI,149,135,1
7950,WI,5,3,0
79575,WI,0,0,0
79625,WI,36,34,1
79650,WI,11,11,0
79700,WI,114,113,0
79775,WI,19,14,0
79825,WI,17,17,0
79875,WI,31,29,0
79975,WI,6,5,0
800,WI,14,6,0
8000,WI,89,83,0
80075,WI,143,130,2
80100,WI,24,16,0
80125,WI,61,49,1
80150,WI,28,23,0
80225,WI,0,0,0
8025,WI,0,0,0
80325,WI,13,12,1
80375,WI,15,14,0
80450,WI,40,39,0
80475,WI,27,27,0
80500,WI,44,37,1
80525,WI,31,29,0
80550,WI,47,32,0
80575,WI,217,197,0
80700,WI,52,46,0
8075,WI,41,40,0
80750,WI,3,3,0
80800,WI,224,213,1
80825,WI,22,21,0
80875,WI,96,93,1
80950,WI,0,0,0
8100,WI,6,6,0
81050,WI,38,21,0
81075,WI,9,8,0
81100,WI,5,3,1
8125,WI,9,9,0
81250,WI,199,179,3
81300,WI,7,5,0
81325,WI,293,264,2
81350,WI,68,62,0
81475,WI,25,25,0
81500,WI,9,1,0
81525,WI,30,23,0
81550,WI,35,23,0
81600,WI,0,0,0
81650,WI,6,0,0
81675,WI,5,0,0
81700,WI,11,11,0
81725,WI,0,0,0
8175,WI,5,0,0
81775,WI,178,151,2
81825,WI,10,9,0
81850,WI,1,1,0
81875,WI,5,2,0
81950,WI,68,58,0
82100,WI,15,12,0
82175,WI,40,37,2
82200,WI,18,14,0
8225,WI,151,146,3
82375,WI,17,17,0
82400,WI,36,34,0
8250,WI,27,27,0
82525,WI,26,22,0
82575,WI,338,311,0
82600,WI,368,313,1
82625,WI,50,40,1
8265,WI,100,79,1
82650,WI,5,5,0
8275,WI,42,30,0
82750,WI,21,18,0
82825,WI,8,4,0
82875,WI,67,63,0
82900,WI,23,21,0
82925,WI,129,115,2
82950,WI,52,48,0
8300,WI,35,34,0
83025,WI,14,12,0
83050,WI,22,22,0
83100,WI,3,3,0
83150,WI,2,2,0
83175,WI,69,55,0
83250,WI,63,57,1
83275,WI,47,42,0
83350,WI,3,2,0
83400,WI,150,141,1
83425,WI,9,9,0
83450,WI,5,4,0
8350,WI,33,32,0
83512,WI,17,16,0
83525,WI,65,59,0
83550,WI,4,4,0
83575,WI,12,12,0
83600,WI,44,33,1
83612,WI,189,168,0
83625,WI,26,24,0
83650,WI,4,4,0
83675,WI,29,21,0
83700,WI,14,13,1
83725,WI,43,41,0
8375,WI,18,18,0
83750,WI,137,122,0
83825,WI,164,148,0
83850,WI,431,419,2
83900,WI,3,3,0
83925,WI,32,28,0
83950,WI,18,18,0
83975,WI,420,377,1
8400,WI,5,3,0
84000,WI,45,25,0
84025,WI,7,5,0
84075,WI,7,7,0
84100,WI,16,11,0
84225,WI,15,15,0
84250,WI,2666,2418,3
84275,WI,281,248,1
84325,WI,18,11,1
84350,WI,325,299,5
84375,WI,176,168,0
84400,WI,0,0,0
84425,WI,116,112,0
84450,WI,42,37,0
84475,WI,1339,1170,27
84500,WI,71,70,0
84525,WI,19,17,0
84550,WI,38,38,0
84625,WI,86,85,1
84650,WI,21,20,0
84675,WI,2072,1784,10
84725,WI,2,2,0
8475,WI,11,10,0
84750,WI,1,1,0
84850,WI,20,20,0
84900,WI,59,52,0
84975,WI,27,23,0
8500,WI,31,27,1
85025,WI,31,29,0
85050,WI,3,1,0
85100,WI,7,6,0
85125,WI,2,0,0
85150,WI,13,13,0
8525,WI,11,9,0
85275,WI,92,89,0
85300,WI,1220,1080,26
85325,WI,17,16,0
85350,WI,838,763,7
85375,WI,216,205,0
85450,WI,19,18,0
85475,WI,33,24,0
85575,WI,21,21,0
85600,WI,23,22,0
85625,WI,3,3,0
85650,WI,34,32,0
85675,WI,7,6,0
85775,WI,40,36,0
85850,WI,2,2,0
85875,WI,47,42,4
85925,WI,0,0,0
85975,WI,5,2,0
8600,WI,3,2,0
86025,WI,307,271,1
86050,WI,11,10,0
86100,WI,49,48,0
86125,WI,150,134,1
86275,WI,99,86,3
86350,WI,12,12,0
86400,WI,30,30,0
86425,WI,0,0,0
86450,WI,2,1,0
86500,WI,50,48,0
86525,WI,19,12,0
86537,WI,91,88,0
86575,WI,10,10,0
86700,WI,622,481,16
86725,WI,21,17,0
86750,WI,23,23,0
86775,WI,12,9,0
86800,WI,0,0,0
86850,WI,11,11,0
86900,WI,12,10,0
86925,WI,211,155,1
86950,WI,42,39,0
86975,WI,81,71,0
87025,WI,4,4,0
87075,WI,3,3,0
87125,WI,0,0,0
87175,WI,9,6,1
87200,WI,155,133,3
87225,WI,7,6,0
8725,WI,30,28,0
87250,WI,2,1,0
87275,WI,5,5,0
87375,WI,9,9,0
87400,WI,6,4,0
87425,WI,2,2,0
87450,WI,0,0,0
87475,WI,3,3,0
875,WI,15,14,0
8750,WI,28,28,0
87500,WI,81,76,0
87525,WI,8,8,0
87550,WI,15,10,0
87600,WI,26,24,0
87650,WI,41,36,0
87700,WI,70,56,0
87725,WI,204,182,0
87775,WI,14,12,1
87800,WI,4,3,0
87900,WI,64,62,0
87925,WI,80,77,0
87975,WI,9,4,0
88000,WI,85,82,0
88050,WI,14,14,0
88150,WI,61,56,0
88200,WI,495,430,6
88275,WI,7,4,0
88300,WI,5,5,0
88325,WI,21,20,1
88350,WI,11,11,0
88450,WI,87,82,0
88475,WI,0,0,0
8850,WI,51,47,1
88500,WI,13,10,0
88525,WI,5,5,0
88575,WI,11,8,0
88625,WI,34,27,0
8875,WI,12,12,0
88775,WI,20,17,0
88825,WI,0,0,0
88850,WI,2,1,1
88875,WI,24,18,0
88900,WI,16,16,0
88950,WI,64,57,0
89000,WI,21,21,0
89025,WI,18,16,0
89100,WI,64,61,0
89125,WI,5,4,0
89150,WI,75,71,0
89175,WI,63,50,0
89250,WI,15,15,0
89275,WI,0,0,0
89300,WI,4,4,0
89325,WI,34,33,0
89350,WI,8,7,0
89375,WI,8,8,0
89425,WI,5,5,0
89450,WI,29,28,0
89475,WI,10,9,0
8950,WI,48,44,0
89575,WI,109,105,0
89625,WI,0,0,0
8975,WI,30,28,0
900,WI,8,7,0
9025,WI,4,3,0
9050,WI,22,19,0
9075,WI,0,0,0
9175,WI,17,17,0
9225,WI,68,63,0
925,WI,9,9,0
9300,WI,12,11,1
9375,WI,62,60,0
9425,WI,7,7,0
950,WI,74,73,1
9500,WI,16,16,0
9550,WI,8,8,0
9600,WI,27,25,1
9635,WI,0,0,0
9650,WI,2,1,0
9725,WI,69,45,2
9750,WI,18,16,0
9775,WI,60,53,0
9800,WI,143,129,1
9900,WI,7,7,0
9925,WI,34,27,1
9975,WI,4,4,0
5400100000,WV,199,194,2
5400300000,WV,752,878,6
5400500000,WV,125,147,7
5400700000,WV,75,91,1
5400900000,WV,229,257,6
5401100000,WV,768,811,0
5401300000,WV,92,118,0
5401500000,WV,32,44,0
5401700000,WV,55,56,0
5401900000,WV,282,282,103
5402100000,WV,27,52,0
5402300000,WV,114,120,0
5402500000,WV,353,427,0
5402700000,WV,135,139,6
5402900000,WV,251,324,1
5403100000,WV,93,145,0
5403300000,WV,557,632,0
5403500000,WV,207,271,0
5403700000,WV,452,608,19
5403900000,WV,1288,1780,0
5404100000,WV,139,183,0
5404300000,WV,107,105,5
5404500000,WV,136,148,2
5404700000,WV,104,113,1
5404900000,WV,399,531,25
5405100000,WV,283,307,0
5405300000,WV,148,209,5
5405500000,WV,556,624,3
5405700000,WV,198,236,0
5405900000,WV,148,144,2
5406100000,WV,670,771,35
5406300000,WV,118,144,0
5406500000,WV,120,166,0
5406700000,WV,129,170,0
5406900000,WV,569,757,0
5407100000,WV,102,100,0
5407300000,WV,84,99,0
5407500000,WV,122,126,0
5407700000,WV,202,260,2
5407900000,WV,475,544,0
5408100000,WV,613,696,0
5408300000,WV,177,262,0
5408500000,WV,64,68,0
5408700000,WV,123,144,0
5408900000,WV,113,126,0
5409100000,WV,93,100,4
5409300000,WV,165,158,0
5409500000,WV,74,89,2
5409700000,WV,165,187,0
5409900000,WV,304,290,20
5410100000,WV,31,43,1
5410300000,WV,116,153,0
5410500000,WV,37,37,0
5410700000,WV,687,787,82
5410900000,WV,104,120,1
5600100000,WY,6571,6433,21
5600300000,WY,1131,1074,4
5600500000,WY,6523,6395,25
5600700000,WY,1977,1852,0
5600900000,WY,2265,2233,0
5601100000,WY,836,804,4
5601300000,WY,3914,3789,10
5601500000,WY,1798,1743,4
5601700000,WY,664,631,0
5601900000,WY,1118,1105,2
5602100000,WY,15991,15808,0
5602300000,WY,1932,1807,18
5602500000,WY,11293,10930,8
5602700000,WY,291,279,3
5602900000,WY,4828,4502,3
5603100000,WY,1200,1146,0
5603300000,WY,4148,3939,11
5603500000,WY,1252,1180,31
5603700000,WY,3089,2947,13
5603900000,WY,7450,6972,36
5604100000,WY,2268,2175,11
5604300000,WY,915,888,0
5604500000,WY,849,831,0
